"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"QCOM","QUALCOMM Incorporated","66.55","$108.45B","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QLTY","Quality Distribution, Inc.","15.73","$441.87M","2003","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/qlty",
"QSII","Quality Systems, Inc.","17.01","$1.03B","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","1.3","$15.93M","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","45.39","$1.54B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"QTWW","Quantum Fuel Systems Technologies Worldwide, Inc.","2.58","$71.93M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/qtww",
"QRHC","Quest Resource Holding Corporation.","1.15","$128.41M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","1.58","$88.81M","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"QDEL","Quidel Corporation","22.51","$776.44M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qdel",
"QPAC","Quinpario Acquisition Corp. 2","9.9","$433.13M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpac",
"QPACU","Quinpario Acquisition Corp. 2","10.43","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpacu",
"QPACW","Quinpario Acquisition Corp. 2","0.5","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpacw",
"QNST","QuinStreet, Inc.","6.52","$290.51M","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qnst",
"QUMU","Qumu Corporation","8.64","$79.03M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qumu",
"QUNR","Qunar Cayman Islands Limited","46.34","$2.08B","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qunr",
"QTNT","Quotient Limited","15","$255.4M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtnt",
"QTNTW","Quotient Limited","4.17","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtntw",
"RRD","R.R. Donnelley & Sons Company","18.08","$3.63B","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/rrd",
"RADA","Rada Electronics Industries Limited","2.08","$18.7M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","10.86","$92.04M","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rdcm",
"ROIA","Radio One, Inc.","3.52","$175.29M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roia",
"ROIAK","Radio One, Inc.","3.57","$177.78M","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roiak",
"RSYS","RadiSys Corporation","2.82","$103.56M","1995","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rsys",
"RDUS","Radius Health, Inc.","51.73","$1.96B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","7.03","$311.21M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/rdnt",
"RDWR","Radware Ltd.","24","$1.11B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rdwr",
"RMBS","Rambus, Inc.","15","$1.73B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs",
"RAND","Rand Capital Corporation","3.8514","$24.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rand",
"RLOG","Rand Logistics, Inc.","3.35","$60.42M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rlog",
"GOLD","Randgold Resources Limited","71.28","$6.62B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gold",
"RPTP","Raptor Pharmaceutical Corp.","15","$1.21B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rptp",
"RAVE","Rave Restaurant Group, Inc.","11.11","$113.49M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","19.76","$746.94M","n/a","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ravn",
"ROLL","RBC Bearings Incorporated","72.76","$1.7B","2005","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","12.21","$125.18M","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","5.62","$71.44M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RLOC","ReachLocal, Inc.","2.89","$84.77M","2010","Technology","Advertising","http://www.nasdaq.com/symbol/rloc",
"RDI","Reading International Inc","13.45","$313.74M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","14.36","$322.85M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdib",
"RGSE","Real Goods Solar, Inc.","3.12","$14.46M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/rgse",
"RELY","Real Industry, Inc. ","12.52","$352.36M","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rely",
"RNWK","RealNetworks, Inc.","5.7","$480.27M","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","19.94","$1.59B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp",
"RCPT","Receptos, Inc.","177.48","$5.6B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rcpt",
"DAX","Recon Capital DAX Germany ETF","26.99","$40.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dax",
"UK","Recon Capital FTSE 100 ETF","24.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uk",
"QYLD","Recon Capital NASDAQ-100 Covered Call ETF","23.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qyld",
"RCON","Recon Technology, Ltd.","1.78","$8.94M","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon",
"REPH","Recro Pharma, Inc.","11.22","$87.99M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reph",
"RRGB","Red Robin Gourmet Burgers, Inc.","86.84","$1.23B","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rrgb",
"RDHL","Redhill Biopharma Ltd.","19.61","$172.34M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdhl",
"REDF","Rediff.com India Limited","1.86","$51.32M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/redf",
"REGN","Regeneron Pharmaceuticals, Inc.","512.89","$52.97B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/regn",
"RGLS","Regulus Therapeutics Inc.","10.59","$540.27M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgls",
"REIS","Reis, Inc","22.5","$252.65M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/reis",
"RELV","Reliv&#39; International, Inc.","1.15","$14.74M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/relv",
"RLYP","Relypsa, Inc.","34.33","$1.42B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rlyp",
"MARK","Remark Media, Inc.","4.08","$56.92M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/mark",
"REMY","Remy International, Inc.","21.44","$691.01M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/remy",
"RNST","Renasant Corporation","30.85","$975.65M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rnst",
"REGI","Renewable Energy Group, Inc.","11.95","$525.03M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/regi",
"RCII","Rent-A-Center Inc.","30.94","$1.64B","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii",
"RTK","Rentech, Inc.","1.16","$266.2M","1991","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rtk",
"RENT","Rentrak Corporation","69.52","$1.06B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rent",
"RGEN","Repligen Corporation","38.33","$1.26B","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgen",
"RPRX","Repros Therapeutics Inc.","7.12","$172.85M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx",
"RPRXW","Repros Therapeutics Inc.","7.59","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxw",
"RPRXZ","Repros Therapeutics Inc.","6.0227","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxz",
"RJET","Republic Airways Holdings, Inc.","9.55","$485.44M","2004","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/rjet",
"RBCAA","Republic Bancorp, Inc.","24.83","$517.98M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","3.54","$133.87M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frbk",
"REFR","Research Frontiers Incorporated","5.78","$138.61M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/refr",
"RESN","Resonant Inc.","3.14","$22.49M","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn",
"REXI","Resource America, Inc.","8.32","$191.17M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/rexi",
"RECN","Resources Connection, Inc.","15.68","$589.15M","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/recn",
"RGDX","Response Genetics, Inc.","0.33","$12.8M","2007","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/rgdx",
"ROIC","Retail Opportunity Investments Corp.","16","$1.5B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roic",
"SALE","RetailMeNot, Inc.","18.93","$1.01B","2013","Consumer Services","Advertising","http://www.nasdaq.com/symbol/sale",
"RTRX","Retrophin, Inc.","33.37","$1.17B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","34.08","$816.1M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rvnc",
"RVLT","Revolution Lighting Technologies, Inc.","1.19","$164.52M","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/rvlt",
"RWLK","ReWalk Robotics Ltd","11.68","$139.91M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rwlk",
"REXX","Rex Energy Corporation","4.96","$274.16M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx",
"RFIL","RF Industries, Ltd.","4.34","$36.93M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","21","$99.3M","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/rgco",
"RIBT","RiceBran Technologies","3.46","$32.48M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","1","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","8.02","$109.63M","1983","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rell",
"RIGL","Rigel Pharmaceuticals, Inc.","3.33","$293.52M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rigl",
"NAME","Rightside Group, Ltd.","7.01","$131.49M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/name",
"RNET","RigNet, Inc.","33.42","$590.62M","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rnet",
"RITT","RIT Technologies Ltd.","0.71","$11.03M","1997","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ritt",
"RITTW","RIT Technologies Ltd.","0.1302","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rittw",
"RIVR","River Valley Bancorp.","23.75","$59.7M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rivr",
"RVSB","Riverview Bancorp Inc","4.37","$98.2M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rvsb",
"RLJE","RLJ Entertainment, Inc.","0.3089","$3.98M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rlje",
"RMGN","RMG Networks Holding Corporation","0.85","$31.6M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn",
"ROBO","Robo-Stox Global Robotics and Automation Index ETF","26.54","$103.51M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/robo",
"RCPI","Rock Creek Pharmaceuticals, Inc.","1.98","$16.29M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/rcpi",
"FUEL","Rocket Fuel Inc.","8.44","$356.04M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fuel",
"RMTI","Rockwell Medical, Inc.","13.67","$685.81M","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","17.55","$132.71M","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","13.09","$77.78M","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/rmcf",
"RSTI","Rofin-Sinar Technologies, Inc.","28.35","$798.4M","1996","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rsti",
"ROIQ","ROI Acquisition Corp. II","10.28","$160.63M","2013","Finance","Business Services","http://www.nasdaq.com/symbol/roiq",
"ROIQU","ROI Acquisition Corp. II","10.24","$128M","2013","n/a","n/a","http://www.nasdaq.com/symbol/roiqu",
"ROIQW","ROI Acquisition Corp. II","0.2584","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/roiqw",
"ROKA","Roka Bioscience, Inc.","2.73","$49.27M","2014","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/roka",
"ROSG","Rosetta Genomics Ltd.","3.42","$40.23M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rosg",
"ROSE","Rosetta Resources Inc.","24.21","$1.83B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rose",
"ROST","Ross Stores, Inc.","49.43","$40.67B","1985","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/rost",
"ROVI","Rovi Corporation","17.28","$1.53B","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/rovi",
"RBPAA","Royal Bancshares of Pennsylvania, Inc.","1.94","$54.15M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rbpaa",
"RGLD","Royal Gold, Inc.","64.19","$4.19B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rgld",
"ROYL","Royale Energy, Inc.","1.63","$24.36M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royl",
"RPXC","RPX Corporation","16.29","$884.11M","2011","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/rpxc",
"RRM","RR Media Ltd.","7.76","$134.96M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rrm",
"RTIX","RTI Surgical, Inc.","6.54","$375.14M","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rtix",
"RBCN","Rubicon Technology, Inc.","2.76","$72.31M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn",
"RUSHA","Rush Enterprises, Inc.","26.01","$1.05B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","23.34","$939.76M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","15.79","$551.23M","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/ruth",
"RXII","RXI Pharmaceuticals Corporation","0.43","$15.55M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxii",
"RYAAY","Ryanair Holdings plc","70.17","$19.47B","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"STBA","S&T Bancorp, Inc.","28.78","$1B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","5.22","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/sanw",
"SBRA","Sabra Healthcare REIT, Inc.","26.4","$1.56B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sbra",
"SBRAP","Sabra Healthcare REIT, Inc.","25.7","$147.78M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sbrap",
"SABR","Sabre Corporation","24.4","$6.63B","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sabr",
"SAEX","SAExploration Holdings, Inc.","3.19","$47.6M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/saex",
"SAFT","Safety Insurance Group, Inc.","58.79","$887.24M","2002","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/saft",
"SAGE","Sage Therapeutics, Inc.","77.25","$2.19B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sage",
"SGNT","Sagent Pharmaceuticals, Inc.","24.29","$779.45M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgnt",
"SAIA","Saia, Inc.","39.86","$1B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/saia",
"SAJA","Sajan, Inc.","5.9","$28.19M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/saja",
"SALM","Salem Media Group, Inc.","6.37","$161.92M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/salm",
"SAL","Salisbury Bancorp, Inc.","31.1","$84.86M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sal",
"SAFM","Sanderson Farms, Inc.","77.25","$1.73B","1987","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/safm",
"SNDK","SanDisk Corporation","64.73","$13.46B","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/sndk",
"SASR","Sandy Spring Bancorp, Inc.","26.92","$664.17M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sasr",
"SGMO","Sangamo BioSciences, Inc.","10.9","$758.45M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","21.53","$1.78B","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/sanm",
"GCVRZ","Sanofi","0.67","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz",
"SPNS","Sapiens International Corporation N.V.","9.82","$470.42M","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spns",
"SRPT","Sarepta Therapeutics, Inc.","29.1","$1.21B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/srpt",
"SBFG","SB Financial Group, Inc.","11.1999","$55.02M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfg",
"SBFGP","SB Financial Group, Inc.","11.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfgp",
"SBAC","SBA Communications Corporation","117.65","$15.23B","1999","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/sbac",
"SCSC","ScanSource, Inc.","39.03","$1.12B","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/scsc",
"SMIT","Schmitt Industries, Inc.","2.632","$7.89M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/smit",
"SCHN","Schnitzer Steel Industries, Inc.","18.39","$492.59M","1993","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/schn",
"SCHL","Scholastic Corporation","45.08","$1.48B","1992","Consumer Services","Books","http://www.nasdaq.com/symbol/schl",
"SCLN","SciClone Pharmaceuticals, Inc.","9.3","$461.29M","1992","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scln",
"SGMS","Scientific Games Corp","16.49","$1.42B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sgms",
"SQI","SciQuest, Inc.","15.16","$418.25M","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sqi",
"SCYX","SCYNEXIS, Inc.","8.91","$123.88M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scyx",
"SEAC","SeaChange International, Inc.","7.75","$258.14M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","15.28","$506.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbcf",
"STX","Seagate Technology.","53.18","$16.88B","2002","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","0.56","$11.14M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SRSC","Sears Canada Inc. ","6.97","$710.09M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/srsc",
"SHLD","Sears Holdings Corporation","27.1","$2.89B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shld",
"SHLDW","Sears Holdings Corporation","16.9775","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shldw",
"SHOS","Sears Hometown and Outlet Stores, Inc.","8.41","$191.21M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shos",
"SPNEV","SeaSpine Holdings Corporation","20","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spnev",
"SGEN","Seattle Genetics, Inc.","46.85","$5.85B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgen",
"EYES","Second Sight Medical Products, Inc.","15.67","$554.67M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/eyes",
"SNFCA","Security National Financial Corporation","6.65","$92.88M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","49.45","$8.22B","1981","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seic",
"SLCT","Select Bancorp, Inc.","6.9501","$79.64M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/slct",
"SCSS","Select Comfort Corporation","29.17","$1.53B","1998","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/scss",
"SLTC","Selectica, Inc.","5.66","$45.05M","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sltc",
"SIGI","Selective Insurance Group, Inc.","27.82","$1.58B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sigi",
"LEDS","SemiLEDS Corporation","0.7148","$20.34M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
"SMLR","Semler Scientific, Inc.","3.44","$17.12M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/smlr",
"SMTC","Semtech Corporation","21.09","$1.4B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smtc",
"SENEA","Seneca Foods Corp.","27.64","$273.48M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","32.05","$317.11M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/seneb",
"SNMX","Senomyx, Inc.","5.4","$236.58M","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/snmx",
"SQNM","Sequenom, Inc.","3.2","$377.91M","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sqnm",
"SQBG","Sequential Brands Group, Inc.","14.27","$566.55M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sqbg",
"SREV","ServiceSource International, Inc.","4.79","$407.68M","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","37.72","$968.31M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/sfbs",
"SEV","Sevcon, Inc.","10.55","$38.71M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sev",
"SVBI","Severn Bancorp Inc","4.83","$48.73M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/svbi",
"SFXE","SFX Entertainment, Inc.","4.82","$449.75M","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/sfxe",
"SGOC","SGOCO Group, Ltd","0.732","$12.75M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"GAME","Shanda Games Limited","6.9","$1.86B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/game",
"SMED","Sharps Compliance Corp","6.69","$102.88M","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/smed",
"SHEN","Shenandoah Telecommunications Co","31.41","$759.46M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shen",
"SHLO","Shiloh Industries, Inc.","12.86","$221.83M","1993","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/shlo",
"SHPG","Shire plc","245.76","$49.18B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpg",
"SCVL","Shoe Carnival, Inc.","27.72","$567.84M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","9.24","$116.66M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shbi",
"SHOR","ShoreTel, Inc.","7.14","$460.92M","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shor",
"SFLY","Shutterfly, Inc.","47.04","$1.77B","2006","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/sfly",
"SIFI","SI Financial Group, Inc.","11.6","$144.95M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sifi",
"SIEB","Siebert Financial Corp.","1.62","$35.78M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb",
"SIEN","Sientra, Inc.","24.23","$361.66M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/sien",
